WQ_Station_Name,Year,Parameter_Type,Value
Rupsha Ghat (M),2020,pH,7.85
Rupsha Ghat (O),2018,Biochemical Oxygen Demand,0.92
Rupsha Ghat (O),2018,Dissolved Oxygen,5.92
Rupsha Ghat (O),2018,Salinity,4.15
Rupsha Ghat (O),2018,pH,7.79
Rupsha Ghat (O),2019,Biochemical Oxygen Demand,1.12
Rupsha Ghat (O),2019,Dissolved Oxygen,6.64
Rupsha Ghat (O),2019,pH,7.93
Rupsha Ghat (O),2020,Biochemical Oxygen Demand,1.28
Rupsha Ghat (O),2020,Dissolved Oxygen,6.77
Rupsha Ghat (O),2020,pH,7.83
Rupsha Ghat (S),2018,Biochemical Oxygen Demand,0.96
Rupsha Ghat (S),2018,Dissolved Oxygen,5.87
Rupsha Ghat (S),2018,Salinity,4.15
Rupsha Ghat (S),2018,pH,7.79
Rupsha Ghat (S),2019,Biochemical Oxygen Demand,1.15
Rupsha Ghat (S),2019,Dissolved Oxygen,6.66
Rupsha Ghat (S),2019,pH,7.93
Rupsha Ghat (S),2020,Biochemical Oxygen Demand,1.3
Rupsha Ghat (S),2020,Dissolved Oxygen,6.77
Rupsha Ghat (S),2020,pH,7.85
Sadar Ghat,2018,Biochemical Oxygen Demand,8.05
Sadar Ghat,2018,Chemical Oxygen Demand,27.81
Sadar Ghat,2018,Dissolved Oxygen,1.9
Sadar Ghat,2018,pH,7.45
Sadar Ghat,2019,Biochemical Oxygen Demand,10.88
Sadar Ghat,2019,Chemical Oxygen Demand,46.81
Sadar Ghat,2019,Dissolved Oxygen,1.46
Sadar Ghat,2019,pH,7.3
Sadar Ghat,2020,Biochemical Oxygen Demand,13.4
Sadar Ghat,2020,Chemical Oxygen Demand,47.5
Sadar Ghat,2020,Dissolved Oxygen,1.99
Sadar Ghat,2020,pH,7.2
Sadarghat,2021,Biochemical Oxygen Demand,6
Sadarghat,2021,Chemical Oxygen Demand,63
Sadarghat,2021,Dissolved Oxygen,0.1
Sadarghat,2021,pH,7.44
Sandwip Ghat,2019,Dissolved Oxygen,7.55
Sandwip Ghat,2019,Plastic and Marine Debris,237
Sandwip Ghat,2019,Salinity,10.42
Sandwip Ghat,2019,pH,8.05
Sardah (Down),2023,Biochemical Oxygen Demand,2.37
Sardah (Down),2023,Dissolved Oxygen,7.51
Sardah (Down),2023,pH,7.51
Sardah (Up),2023,Biochemical Oxygen Demand,2.37
Sardah (Up),2023,Dissolved Oxygen,7.51
Sardah (Up),2023,pH,7.51
Sarkarkhana,2021,Biochemical Oxygen Demand,11.5
Sarkarkhana,2021,Dissolved Oxygen,6.33
Sarkarkhana,2021,pH,7.46
Satmosjid Road,2021,Biochemical Oxygen Demand,17.78
Satmosjid Road,2021,Chemical Oxygen Demand,57.4
Satmosjid Road,2021,Dissolved Oxygen,1.5
Satmosjid Road,2021,pH,7.33
Satmosjid Road,2022,Biochemical Oxygen Demand,14.13
Satmosjid Road,2022,Chemical Oxygen Demand,59.17
Satmosjid Road,2022,Dissolved Oxygen,2.42
Satmosjid Road,2022,pH,7.15
Satmosjid Road,2023,Biochemical Oxygen Demand,10.67
Satmosjid Road,2023,Chemical Oxygen Demand,53.44
Satmosjid Road,2023,Dissolved Oxygen,2.61
Satmosjid Road,2023,pH,2.61
"Shahjadpur, Sirajganj (Downstream)",2020,Biochemical Oxygen Demand,2.28
"Shahjadpur, Sirajganj (Downstream)",2020,Dissolved Oxygen,7.46
"Shahjadpur, Sirajganj (Downstream)",2020,pH,7.54
"Shahjadpur, Sirajganj (Upstream)",2020,Biochemical Oxygen Demand,2.26
"Shahjadpur, Sirajganj (Upstream)",2020,Dissolved Oxygen,7.46
"Shahjadpur, Sirajganj (Upstream)",2020,pH,7.54
"Shahjadpur, Sirajgonj (Down stream)",2018,Biochemical Oxygen Demand,2.2
"Shahjadpur, Sirajgonj (Down stream)",2018,Dissolved Oxygen,7.18
"Shahjadpur, Sirajgonj (Down stream)",2018,pH,7.5
"Shahjadpur, Sirajgonj (Down stream)",2019,Biochemical Oxygen Demand,2.66
"Shahjadpur, Sirajgonj (Down stream)",2019,Dissolved Oxygen,7.13
"Shahjadpur, Sirajgonj (Down stream)",2019,pH,7.41
"Shahjadpur, Sirajgonj (Up stream)",2018,Biochemical Oxygen Demand,2.21
"Shahjadpur, Sirajgonj (Up stream)",2018,Dissolved Oxygen,7.18
"Shahjadpur, Sirajgonj (Up stream)",2018,pH,7.51
"Shahjadpur, Sirajgonj (Up stream)",2019,Biochemical Oxygen Demand,2.64
"Shahjadpur, Sirajgonj (Up stream)",2019,Dissolved Oxygen,7.13
"Shahjadpur, Sirajgonj (Up stream)",2019,pH,7.41
Shajalal Paper,2021,Biochemical Oxygen Demand,20
Shajalal Paper,2021,Dissolved Oxygen,5.9
Shajalal Paper,2021,pH,7.53
Shariakandi Groin Badth (DS),2020,Biochemical Oxygen Demand,2.24
Shariakandi Groin Badth (DS),2020,Dissolved Oxygen,7.54
Shariakandi Groin Badth (DS),2020,pH,7.58
Shariakandi Groin Badth (US),2020,Biochemical Oxygen Demand,2.23
Shariakandi Groin Badth (US),2020,Dissolved Oxygen,7.52
Shariakandi Groin Badth (US),2020,pH,7.58
"Shariakandi Groin Badth, Bogra (DS)",2018,Biochemical Oxygen Demand,2.27
"Shariakandi Groin Badth, Bogra (DS)",2018,Dissolved Oxygen,7.16
"Shariakandi Groin Badth, Bogra (DS)",2018,pH,7.49
"Shariakandi Groin Badth, Bogra (DS)",2019,Biochemical Oxygen Demand,2.18
"Shariakandi Groin Badth, Bogra (DS)",2019,Dissolved Oxygen,7.13
"Shariakandi Groin Badth, Bogra (DS)",2019,pH,7.52
"Shariakandi Groin Badth, Bogra (US)",2018,Biochemical Oxygen Demand,2.29
"Shariakandi Groin Badth, Bogra (US)",2018,Dissolved Oxygen,7.18
"Shariakandi Groin Badth, Bogra (US)",2018,pH,7.49
"Shariakandi Groin Badth, Bogra (US)",2019,Biochemical Oxygen Demand,2.18
"Shariakandi Groin Badth, Bogra (US)",2019,Dissolved Oxygen,7.14
"Shariakandi Groin Badth, Bogra (US)",2019,pH,7.53
Shariakandi Groin badth (D),2022,Biochemical Oxygen Demand,2.4
Shariakandi Groin badth (D),2022,Dissolved Oxygen,7.57
Shariakandi Groin badth (D),2022,pH,7.52
Shariakandi Groin badth (U),2022,Biochemical Oxygen Demand,2.4
Shariakandi Groin badth (U),2022,Dissolved Oxygen,7.57
Shariakandi Groin badth (U),2022,pH,7.52
Shariakandi Kheya Ghat (Dn),2023,Biochemical Oxygen Demand,2.32
Shariakandi Kheya Ghat (Dn),2023,Dissolved Oxygen,7.49
Shariakandi Kheya Ghat (Dn),2023,pH,7.49
Shariakandi Kheya Ghat (Up),2023,Biochemical Oxygen Demand,2.32
Shariakandi Kheya Ghat (Up),2023,Dissolved Oxygen,7.49
Shariakandi Kheya Ghat (Up),2023,pH,7.49
Shariakandi Kheya Ghat Growin Bandh (DN),2021,Biochemical Oxygen Demand,2.31
Shariakandi Kheya Ghat Growin Bandh (DN),2021,Dissolved Oxygen,7.57
Shariakandi Kheya Ghat Growin Bandh (DN),2021,pH,7.55
Shariakandi Kheya Ghat Growin Bandh (UP),2021,Biochemical Oxygen Demand,2.31
Shariakandi Kheya Ghat Growin Bandh (UP),2021,Dissolved Oxygen,7.57
Shariakandi Kheya Ghat Growin Bandh (UP),2021,pH,7.54
Sheaik Ghat,2018,Biochemical Oxygen Demand,2.02
Sheaik Ghat,2018,Chemical Oxygen Demand,14.45
Sheaik Ghat,2018,Dissolved Oxygen,6.91
Sheaik Ghat,2018,pH,8.05
Sheaik Ghat,2019,Biochemical Oxygen Demand,3.24
Sheaik Ghat,2019,Chemical Oxygen Demand,14.8
Sheaik Ghat,2019,Dissolved Oxygen,6.18
Sheaik Ghat,2019,pH,7.5
Sheaik Ghat,2020,Biochemical Oxygen Demand,2.27
Sheaik Ghat,2020,Chemical Oxygen Demand,11.73
Sheaik Ghat,2020,Dissolved Oxygen,6.97
Sheaik Ghat,2020,pH,7.14
Sheaik Ghat,2021,Biochemical Oxygen Demand,2.8
Sheaik Ghat,2021,Chemical Oxygen Demand,18.58
Sheaik Ghat,2021,Dissolved Oxygen,7.23
Sheaik Ghat,2021,pH,6.73
Sheaik Ghat,2022,Biochemical Oxygen Demand,2.8
Sheaik Ghat,2022,Chemical Oxygen Demand,15
Sheaik Ghat,2022,Dissolved Oxygen,7.06
Sheaik Ghat,2022,pH,6.67
Sheaik Ghat,2023,Biochemical Oxygen Demand,3.4
Sheaik Ghat,2023,Chemical Oxygen Demand,11.73
Sheaik Ghat,2023,Dissolved Oxygen,7.24
Sheaik Ghat,2023,pH,7.24
Shikalbaha,2021,Biochemical Oxygen Demand,16
Shikalbaha,2021,Chemical Oxygen Demand,53.64
Shikalbaha,2021,Dissolved Oxygen,7.04
Shikalbaha,2021,pH,7.83
Shikalbaha,2022,Biochemical Oxygen Demand,4.69
Shikalbaha,2022,Chemical Oxygen Demand,13.18
Shikalbaha,2022,Dissolved Oxygen,7.45
Shikalbaha,2022,pH,7.55
Shikalbaha,2023,Biochemical Oxygen Demand,4.83
Shikalbaha,2023,Chemical Oxygen Demand,14.75
Shikalbaha,2023,Dissolved Oxygen,7.35
Shikalbaha,2023,pH,7.35
Shimolia,2021,Biochemical Oxygen Demand,1
Shimolia,2021,Dissolved Oxygen,6.2
Shimolia,2021,pH,7.99
Shimulia Ghat,2018,Biochemical Oxygen Demand,0.6
Shimulia Ghat,2018,Dissolved Oxygen,7.6
Shimulia Ghat,2018,pH,7.85
Shimulia Ghat,2019,Biochemical Oxygen Demand,2.9
Shimulia Ghat,2019,Dissolved Oxygen,7.1
Shimulia Ghat,2019,pH,7.26
Shimulia Ghat,2020,Biochemical Oxygen Demand,12.5
Shimulia Ghat,2020,Dissolved Oxygen,8.15
Shimulia Ghat,2020,pH,7.89
Shoshan Ghat,2021,Biochemical Oxygen Demand,7.8
Shoshan Ghat,2021,Dissolved Oxygen,2.76
Shoshan Ghat,2021,pH,7.92
Shoshan Ghat,2022,Biochemical Oxygen Demand,7.8
Shoshan Ghat,2022,Dissolved Oxygen,2.76
Shoshan Ghat,2022,pH,7.92
Shoshan Ghat,2023,Biochemical Oxygen Demand,21.17
Shoshan Ghat,2023,Dissolved Oxygen,0.1
Shoshan Ghat,2023,pH,0.1
Sirajnagor,2021,Biochemical Oxygen Demand,8.4
Sirajnagor,2021,Chemical Oxygen Demand,34
Sirajnagor,2021,Dissolved Oxygen,0.5
Sirajnagor,2021,pH,7.86
Sitardor,2021,Biochemical Oxygen Demand,4
Sitardor,2021,Dissolved Oxygen,6.2
Sitardor,2021,pH,7.8
"South Side of Tongi Rail Bridge, Pagar, Tongi",2018,Biochemical Oxygen Demand,31.34
"South Side of Tongi Rail Bridge, Pagar, Tongi",2018,Chemical Oxygen Demand,99.44
"South Side of Tongi Rail Bridge, Pagar, Tongi",2018,Dissolved Oxygen,1.93
"South Side of Tongi Rail Bridge, Pagar, Tongi",2018,pH,7.76
Sultanganj- Gabtoli (DN),2021,Biochemical Oxygen Demand,4.85
Sultanganj- Gabtoli (DN),2021,Dissolved Oxygen,4.61
Sultanganj- Gabtoli (DN),2021,pH,7.03
Sultanganj- Gabtoli (UP),2021,Biochemical Oxygen Demand,4.85
Sultanganj- Gabtoli (UP),2021,Dissolved Oxygen,4.61
Sultanganj- Gabtoli (UP),2021,pH,7.03
TSP,2018,Chemical Oxygen Demand,214.33
TSP,2018,Dissolved Oxygen,6.7
TSP,2018,Salinity,8.71
TSP,2018,pH,7.37
TSP,2019,Chemical Oxygen Demand,450.17
TSP,2019,Dissolved Oxygen,6.92
TSP,2019,pH,7.82
TSP,2021,Biochemical Oxygen Demand,83.27
TSP,2021,Chemical Oxygen Demand,308.82
TSP,2021,Dissolved Oxygen,7.75
TSP,2021,pH,7.54
TSP,2022,Biochemical Oxygen Demand,8.96
TSP,2022,Chemical Oxygen Demand,44.25
TSP,2022,Dissolved Oxygen,7.29
TSP,2022,pH,7.33
TSP,2023,Biochemical Oxygen Demand,6.08
TSP,2023,Chemical Oxygen Demand,32.58
TSP,2023,Dissolved Oxygen,7.52
TSP,2023,pH,7.52
"TSP Side, Patenga",2020,Biochemical Oxygen Demand,457.83
"TSP Side, Patenga",2020,Chemical Oxygen Demand,450.17
"TSP Side, Patenga",2020,Dissolved Oxygen,6.46
"TSP Side, Patenga",2020,pH,7.54
"Table 1.59a: Freshwater Quality by District/Station, 2020-2023",2019,Dissolved Oxygen,2020
Table Majhira Demra Ghat,2022,Biochemical Oxygen Demand,10.24
Table Majhira Demra Ghat,2022,Chemical Oxygen Demand,44.42
Table Majhira Demra Ghat,2022,Dissolved Oxygen,2.56
Table Majhira Demra Ghat,2022,pH,7.32
"Taltola Shooting Complex, South Side",2020,Biochemical Oxygen Demand,27.42
"Taltola Shooting Complex, South Side",2021,Biochemical Oxygen Demand,25.75
"Taltola Shooting Complex, South Side",2022,Biochemical Oxygen Demand,36.5
"Taltola Shooting Complex, South Side",2023,Biochemical Oxygen Demand,19.3
Tarakandi,2023,Biochemical Oxygen Demand,3.4
Tarakandi,2023,Dissolved Oxygen,6.95
Tarakandi,2023,pH,6.95
Tarakandi (D),2022,Biochemical Oxygen Demand,5.4
Tarakandi (D),2022,Dissolved Oxygen,6.48
Tarakandi (D),2022,pH,7.72
Tarakandi (U),2022,Biochemical Oxygen Demand,4
Tarakandi (U),2022,Dissolved Oxygen,4.6
Tarakandi (U),2022,pH,7.8
Teesta Barrage (Dn),2021,Biochemical Oxygen Demand,2.27
Teesta Barrage (Dn),2021,Dissolved Oxygen,7.89
Teesta Barrage (Dn),2021,pH,8.09
Teesta Barrage (Up),2021,Biochemical Oxygen Demand,2.27
Teesta Barrage (Up),2021,Dissolved Oxygen,7.89
Teesta Barrage (Up),2021,pH,8.09
Teesta Bridge (Dn),2021,Biochemical Oxygen Demand,2.25
Teesta Bridge (Dn),2021,Dissolved Oxygen,7.89
Teesta Bridge (Dn),2021,pH,14.4
Teesta Bridge (Up),2021,Biochemical Oxygen Demand,2.25
Teesta Bridge (Up),2021,Dissolved Oxygen,7.89
Teesta Bridge (Up),2021,pH,7.94
Tongi Istima Mat,2018,Biochemical Oxygen Demand,18.1
Tongi Istima Mat,2018,Chemical Oxygen Demand,54.18
Tongi Istima Mat,2018,Dissolved Oxygen,2.98
Tongi Istima Mat,2018,pH,7.5
Tongi Istima Mat,2019,Biochemical Oxygen Demand,17.58
Tongi Istima Mat,2019,Chemical Oxygen Demand,57.7
Tongi Istima Mat,2019,Dissolved Oxygen,2.72
Tongi Istima Mat,2019,pH,7.35
Tongi Istima Mat,2020,Biochemical Oxygen Demand,19.2
Tongi Istima Mat,2020,Chemical Oxygen Demand,66
Tongi Istima Mat,2020,Dissolved Oxygen,2.52
Tongi Istima Mat,2020,pH,7.35
Trimohoni Bridge,2021,Biochemical Oxygen Demand,28.58
Trimohoni Bridge,2021,Chemical Oxygen Demand,93.44
Trimohoni Bridge,2021,Dissolved Oxygen,0.77
Trimohoni Bridge,2021,pH,7.02
Trimohoni Bridge,2022,Biochemical Oxygen Demand,31.44
Trimohoni Bridge,2022,Chemical Oxygen Demand,89.5
Trimohoni Bridge,2022,Dissolved Oxygen,0.94
Trimohoni Bridge,2022,pH,7.1
Trimohoni Bridge,2023,Biochemical Oxygen Demand,29.73
Trimohoni Bridge,2023,Chemical Oxygen Demand,76.25
Trimohoni Bridge,2023,Dissolved Oxygen,0.47
Trimohoni Bridge,2023,pH,0.47
Turag Bridge,2021,Biochemical Oxygen Demand,17.91
Turag Bridge,2021,Chemical Oxygen Demand,63.67
Turag Bridge,2021,Dissolved Oxygen,2.91
Turag Bridge,2021,pH,7.27
Turag Bridge,2022,Biochemical Oxygen Demand,11.37
Turag Bridge,2022,Chemical Oxygen Demand,45.33
Turag Bridge,2022,Dissolved Oxygen,3.75
Turag Bridge,2022,pH,7.61
Turag Bridge,2023,Biochemical Oxygen Demand,14.07
Turag Bridge,2023,Chemical Oxygen Demand,33.25
Turag Bridge,2023,Dissolved Oxygen,2.8
Turag Bridge,2023,pH,2.8
Utorro Mitra,2021,Biochemical Oxygen Demand,9.17
Utorro Mitra,2021,Chemical Oxygen Demand,28.83
Utorro Mitra,2021,Dissolved Oxygen,5.85
Utorro Mitra,2021,pH,7.14
Utorro Mitra,2022,Biochemical Oxygen Demand,5.22
Utorro Mitra,2022,Chemical Oxygen Demand,20.22
Utorro Mitra,2022,Dissolved Oxygen,6.71
Utorro Mitra,2022,pH,7.62
Utorro Mitra,2023,Biochemical Oxygen Demand,5.5
Utorro Mitra,2023,Chemical Oxygen Demand,17
Utorro Mitra,2023,Dissolved Oxygen,5.47
Utorro Mitra,2023,pH,5.47
Uzirpur,2021,Biochemical Oxygen Demand,7.07
Uzirpur,2021,Dissolved Oxygen,8.17
Uzirpur,2021,pH,5.01
Uzirpur,2023,Biochemical Oxygen Demand,5.69
Uzirpur,2023,Dissolved Oxygen,6.23
Uzirpur,2023,pH,6.23
Vadura Launch Ghat (M),2018,Biochemical Oxygen Demand,2.22
Vadura Launch Ghat (M),2018,Dissolved Oxygen,5.72
Vadura Launch Ghat (M),2018,pH,7.35
Vadura Launch Ghat (M),2019,Biochemical Oxygen Demand,2.03
Vadura Launch Ghat (M),2019,Dissolved Oxygen,5.67
Vadura Launch Ghat (M),2019,pH,7.5
Vadura Launch Ghat (M),2020,Biochemical Oxygen Demand,3.03
Vadura Launch Ghat (M),2020,Dissolved Oxygen,6.1
Vadura Launch Ghat (M),2020,pH,7.67
Vadura Launch Ghat (M),2021,Dissolved Oxygen,5.88
Vadura Launch Ghat (M),2021,pH,7.96
Vadura Launch Ghat (M),2022,Chemical Oxygen Demand,112
Vadura Launch Ghat (M),2022,Dissolved Oxygen,5.06
Vadura Launch Ghat (M),2022,pH,8.43
Vadura Launch Ghat (M),2023,Dissolved Oxygen,6.04
Vadura Launch Ghat (M),2023,pH,6.04
Vadura Launch Ghat (S),2018,Biochemical Oxygen Demand,1.95
Vadura Launch Ghat (S),2018,Dissolved Oxygen,5.95
Vadura Launch Ghat (S),2018,pH,7.37
Vadura Launch Ghat (S),2019,Biochemical Oxygen Demand,1.98
Vadura Launch Ghat (S),2019,Dissolved Oxygen,5.77
Vadura Launch Ghat (S),2019,pH,7.52
Vadura Launch Ghat (S),2020,Biochemical Oxygen Demand,2.87
Vadura Launch Ghat (S),2020,Dissolved Oxygen,6.1
Vadura Launch Ghat (S),2020,pH,7.67
Vadura Launch Ghat (S),2021,Dissolved Oxygen,5.9
Vadura Launch Ghat (S),2021,pH,7.92
Vadura Launch Ghat (S),2022,Chemical Oxygen Demand,128
Vadura Launch Ghat (S),2022,Dissolved Oxygen,6.3
Vadura Launch Ghat (S),2022,pH,8.77
Vadura Launch Ghat (S),2023,Dissolved Oxygen,6.99
Vadura Launch Ghat (S),2023,pH,6.99
Vatiyari Shipyard Area,2020,Biochemical Oxygen Demand,327.89
Vatiyari Shipyard Area,2020,Dissolved Oxygen,7.33
Vatiyari Shipyard Area,2020,pH,7.73
Vatiyari Shipyard area,2019,Biochemical Oxygen Demand,26
Vatiyari Shipyard area,2019,Chemical Oxygen Demand,487.75
Vatiyari Shipyard area,2019,Dissolved Oxygen,7.29
Vatiyari Shipyard area,2019,Plastic and Marine Debris,36
Vatiyari Shipyard area,2019,Salinity,8.41
Vatiyari Shipyard area,2019,pH,7.59
Vatiyari Shipyard area,2020,Biochemical Oxygen Demand,39
Vatiyari Shipyard area,2020,Chemical Oxygen Demand,132
Vatiyari Shipyard area,2020,Dissolved Oxygen,7.45
Vatiyari Shipyard area,2020,Salinity,14.5
Vatiyari Shipyard area,2020,pH,7.8
Vatiyari Shipyard area,2021,Biochemical Oxygen Demand,14
Vatiyari Shipyard area,2021,Chemical Oxygen Demand,94
Vatiyari Shipyard area,2021,Dissolved Oxygen,7.52
Vatiyari Shipyard area,2021,Salinity,12.74
Vatiyari Shipyard area,2021,pH,7.47
Vatiyari Shipyard area,2022,Dissolved Oxygen,7.62
Vatiyari Shipyard area,2022,Salinity,12.45
Vatiyari Shipyard area,2022,pH,7.59
Vatiyari Shipyard area,2023,Dissolved Oxygen,7.99
Vatiyari Shipyard area,2023,Salinity,14.5
Vatiyari Shipyard area,2023,pH,8
Vatiyari Shipyard area,2024,Dissolved Oxygen,6.8
Vatiyari Shipyard area,2024,Salinity,11
Vatiyari Shipyard area,2024,pH,7.8
Vattiyari shipyard area,2019,Chemical Oxygen Demand,491.67
Vattiyari shipyard area,2019,Dissolved Oxygen,7.25
Vattiyari shipyard area,2019,pH,7.59
Vawal,2021,Biochemical Oxygen Demand,17.69
Vawal,2021,Chemical Oxygen Demand,61.78
Vawal,2021,Dissolved Oxygen,3.83
Vawal,2021,pH,7.16
Vawal,2022,Biochemical Oxygen Demand,5.45
Vawal,2022,Chemical Oxygen Demand,31
Vawal,2022,Dissolved Oxygen,4.73
Vawal,2022,pH,7.34
Vawal,2023,Biochemical Oxygen Demand,6.17
Vawal,2023,Chemical Oxygen Demand,21.78
Vawal,2023,Dissolved Oxygen,4.83
Vawal,2023,pH,4.83
WASA I.P Mohara,2018,Salinity,0.04
