Relation,Primary_Key,Source_Kept,Value_Kept,Source_Rejected,Value_Rejected,Conflict_Class
Temperature_Record,Sayedpur | 2011 | 4 | Minimum,BMD B53,21.1,BBS B01,21.0,substantive
Temperature_Record,Sayedpur | 2011 | 6 | Minimum,BMD B53,25.5,BBS B01,25.4,substantive
Temperature_Record,Sayedpur | 2011 | 7 | Maximum,BMD B53,32.5,BBS B03,32.4,substantive
Temperature_Record,Sayedpur | 2011 | 8 | Minimum,BMD B53,25.9,BBS B01,25.8,rounding
Temperature_Record,Sayedpur | 2011 | 9 | Maximum,BMD B53,32.7,BBS B03,32.6,substantive
Temperature_Record,Sayedpur | 2011 | 9 | Minimum,BMD B53,26.1,BBS B01,26.0,substantive
Temperature_Record,Sayedpur | 2011 | 10 | Maximum,BMD B53,32.9,BBS B03,32.8,substantive
Temperature_Record,Sayedpur | 2011 | 12 | Maximum,BMD B53,24.1,BBS B03,24.0,substantive
Temperature_Record,Khulna | 2011 | 1 | Maximum,BMD B53,24.2,BBS B03,24.1,rounding
Temperature_Record,Khulna | 2011 | 1 | Minimum,BMD B53,12.0,BBS B01,11.9,rounding
Temperature_Record,Khulna | 2011 | 2 | Maximum,BMD B53,29.0,BBS B03,28.9,substantive
Temperature_Record,Khulna | 2011 | 2 | Minimum,BMD B53,16.2,BBS B01,16.1,rounding
Temperature_Record,Khulna | 2011 | 3 | Maximum,BMD B53,33.0,BBS B03,32.9,substantive
Temperature_Record,Khulna | 2011 | 4 | Minimum,BMD B53,23.5,BBS B01,23.4,substantive
Temperature_Record,Khulna | 2011 | 5 | Maximum,BMD B53,34.8,BBS B03,34.7,rounding
Temperature_Record,Khulna | 2011 | 5 | Minimum,BMD B53,25.5,BBS B01,25.4,substantive
Temperature_Record,Khulna | 2011 | 6 | Maximum,BMD B53,33.5,BBS B03,33.4,substantive
Temperature_Record,Khulna | 2011 | 6 | Minimum,BMD B53,26.5,BBS B01,26.4,substantive
Temperature_Record,Khulna | 2011 | 9 | Maximum,BMD B53,32.0,BBS B03,31.9,substantive
Temperature_Record,Khulna | 2011 | 10 | Maximum,BMD B53,33.4,BBS B03,33.3,substantive
Temperature_Record,Khulna | 2011 | 11 | Minimum,BMD B53,19.4,BBS B01,19.3,rounding
Temperature_Record,Mongla | 2011 | 1 | Maximum,BMD B53,24.5,BBS B03,24.4,substantive
Temperature_Record,Mongla | 2011 | 2 | Minimum,BMD B53,16.6,BBS B01,16.5,substantive
Temperature_Record,Mongla | 2011 | 4 | Maximum,BMD B53,34.5,BBS B03,34.4,substantive
Temperature_Record,Mongla | 2011 | 5 | Maximum,BMD B53,34.8,BBS B03,34.7,rounding
Temperature_Record,Mongla | 2011 | 5 | Minimum,BMD B53,25.9,BBS B01,25.8,rounding
Temperature_Record,Mongla | 2011 | 6 | Minimum,BMD B53,26.6,BBS B01,26.5,substantive
Temperature_Record,Mongla | 2011 | 8 | Maximum,BMD B53,31.1,BBS B03,31.0,substantive
Temperature_Record,Mongla | 2011 | 10 | Maximum,BMD B53,33.1,BBS B03,33.0,substantive
Temperature_Record,Mongla | 2011 | 11 | Maximum,BMD B53,30.2,BBS B03,30.1,rounding
Temperature_Record,Mongla | 2011 | 11 | Minimum,BMD B53,19.8,BBS B01,19.7,substantive
Temperature_Record,Mongla | 2011 | 12 | Minimum,BMD B53,15.6,BBS B01,15.5,rounding
Temperature_Record,Satkhira | 2011 | 1 | Minimum,BMD B53,11.6,BBS B01,11.5,rounding
Temperature_Record,Satkhira | 2011 | 2 | Maximum,BMD B53,28.7,BBS B03,28.6,rounding
Temperature_Record,Satkhira | 2011 | 3 | Maximum,BMD B53,32.3,BBS B03,32.2,rounding
Temperature_Record,Satkhira | 2011 | 4 | Minimum,BMD B53,23.4,BBS B01,23.3,rounding
Temperature_Record,Satkhira | 2011 | 6 | Maximum,BMD B53,33.6,BBS B03,33.5,substantive
Temperature_Record,Satkhira | 2011 | 6 | Minimum,BMD B53,26.8,BBS B01,26.7,substantive
Temperature_Record,Satkhira | 2011 | 8 | Maximum,BMD B53,31.0,BBS B03,30.9,substantive
Temperature_Record,Satkhira | 2011 | 9 | Minimum,BMD B53,26.2,BBS B01,26.1,rounding
Temperature_Record,Satkhira | 2011 | 11 | Minimum,BMD B53,19.2,BBS B01,19.1,rounding
Temperature_Record,Satkhira | 2011 | 12 | Maximum,BMD B53,25.0,BBS B03,24.9,substantive
Temperature_Record,Satkhira | 2011 | 12 | Minimum,BMD B53,14.7,BBS B01,14.6,rounding
Temperature_Record,Jessore | 2011 | 2 | Maximum,BMD B53,29.6,BBS B03,29.5,substantive
Temperature_Record,Jessore | 2011 | 2 | Minimum,BMD B53,14.0,BBS B01,13.9,rounding
Temperature_Record,Jessore | 2011 | 3 | Maximum,BMD B53,33.5,BBS B03,33.4,substantive
Temperature_Record,Jessore | 2011 | 4 | Maximum,BMD B53,35.1,BBS B03,35.0,substantive
Temperature_Record,Jessore | 2011 | 6 | Minimum,BMD B53,26.1,BBS B01,26.0,substantive
Temperature_Record,Jessore | 2011 | 7 | Maximum,BMD B53,33.2,BBS B03,33.1,substantive
Temperature_Record,Jessore | 2011 | 8 | Maximum,BMD B53,32.0,BBS B03,31.9,substantive
Temperature_Record,Jessore | 2011 | 8 | Minimum,BMD B53,26.0,BBS B01,25.9,substantive
Temperature_Record,Jessore | 2011 | 9 | Minimum,BMD B53,25.6,BBS B01,25.5,substantive
Temperature_Record,Jessore | 2011 | 10 | Maximum,BMD B53,34.1,BBS B03,34.0,substantive
Temperature_Record,Jessore | 2011 | 12 | Maximum,BMD B53,26.1,BBS B03,26.0,substantive
Temperature_Record,Chuadanga | 2011 | 1 | Maximum,BMD B53,23.4,BBS B03,23.3,rounding
Temperature_Record,Chuadanga | 2011 | 4 | Maximum,BMD B53,34.4,BBS B03,34.3,substantive
Temperature_Record,Chuadanga | 2011 | 5 | Minimum,BMD B53,24.5,BBS B01,24.4,substantive
Temperature_Record,Chuadanga | 2011 | 6 | Maximum,BMD B53,34.2,BBS B03,34.1,substantive
Temperature_Record,Chuadanga | 2011 | 7 | Minimum,BMD B53,26.0,BBS B01,25.9,substantive
Temperature_Record,Chuadanga | 2011 | 8 | Minimum,BMD B53,25.9,BBS B01,25.8,rounding
Temperature_Record,Chuadanga | 2011 | 9 | Minimum,BMD B53,25.6,BBS B01,25.5,substantive
Temperature_Record,Chuadanga | 2011 | 10 | Minimum,BMD B53,23.2,BBS B01,23.1,rounding
Temperature_Record,Chuadanga | 2011 | 11 | Minimum,BMD B53,17.1,BBS B01,17.0,substantive
Temperature_Record,Chuadanga | 2011 | 12 | Maximum,BMD B53,24.6,BBS B03,24.5,substantive
Temperature_Record,Barisal | 2011 | 1 | Maximum,BMD B53,25.0,BBS B03,24.9,substantive
Temperature_Record,Barisal | 2011 | 2 | Minimum,BMD B53,15.3,BBS B01,15.2,substantive
Temperature_Record,Barisal | 2011 | 5 | Minimum,BMD B53,25.2,BBS B01,25.1,rounding
Temperature_Record,Barisal | 2011 | 6 | Minimum,BMD B53,26.3,BBS B01,26.2,substantive
Temperature_Record,Barisal | 2011 | 7 | Maximum,BMD B53,31.8,BBS B03,31.7,substantive
Temperature_Record,Barisal | 2011 | 9 | Maximum,BMD B53,31.7,BBS B03,31.6,rounding
Temperature_Record,Barisal | 2011 | 10 | Minimum,BMD B53,24.5,BBS B01,24.4,substantive
Temperature_Record,Barisal | 2011 | 11 | Minimum,BMD B53,18.4,BBS B01,18.3,rounding
Temperature_Record,Barisal | 2011 | 12 | Minimum,BMD B53,14.3,BBS B01,14.2,substantive
Temperature_Record,Patuakhali | 2011 | 2 | Maximum,BMD B53,29.8,BBS B03,29.7,substantive
Temperature_Record,Patuakhali | 2011 | 3 | Maximum,BMD B53,33.3,BBS B03,33.2,rounding
Temperature_Record,Patuakhali | 2011 | 3 | Minimum,BMD B53,20.4,BBS B01,20.3,rounding
Temperature_Record,Patuakhali | 2011 | 4 | Maximum,BMD B53,34.4,BBS B03,34.3,substantive
Temperature_Record,Patuakhali | 2011 | 4 | Minimum,BMD B53,23.3,BBS B01,23.2,substantive
Temperature_Record,Patuakhali | 2011 | 5 | Maximum,BMD B53,34.2,BBS B03,34.1,substantive
Temperature_Record,Patuakhali | 2011 | 6 | Minimum,BMD B53,26.2,BBS B01,26.1,rounding
Temperature_Record,Patuakhali | 2011 | 8 | Maximum,BMD B53,31.4,BBS B03,31.3,rounding
Temperature_Record,Patuakhali | 2011 | 8 | Minimum,BMD B53,25.8,BBS B01,25.7,substantive
Temperature_Record,Patuakhali | 2011 | 9 | Minimum,BMD B53,25.7,BBS B01,25.6,rounding
Temperature_Record,Patuakhali | 2011 | 10 | Maximum,BMD B53,33.1,BBS B03,33.0,substantive
Temperature_Record,Patuakhali | 2011 | 11 | Maximum,BMD B53,30.6,BBS B03,30.5,substantive
Temperature_Record,Patuakhali | 2011 | 11 | Minimum,BMD B53,18.8,BBS B01,18.7,substantive
Temperature_Record,Khepupara | 2011 | 2 | Minimum,BMD B53,16.2,BBS B01,16.1,rounding
Temperature_Record,Khepupara | 2011 | 3 | Maximum,BMD B53,32.3,BBS B03,32.2,rounding
Temperature_Record,Khepupara | 2011 | 3 | Minimum,BMD B53,20.7,BBS B01,20.6,rounding
Temperature_Record,Khepupara | 2011 | 4 | Minimum,BMD B53,23.9,BBS B01,23.8,rounding
Temperature_Record,Khepupara | 2011 | 6 | Minimum,BMD B53,26.3,BBS B01,26.2,substantive
Temperature_Record,Khepupara | 2011 | 7 | Maximum,BMD B53,31.7,BBS B03,31.6,rounding
Temperature_Record,Khepupara | 2011 | 8 | Maximum,BMD B53,30.9,BBS B03,30.8,rounding
Temperature_Record,Khepupara | 2011 | 8 | Minimum,BMD B53,26.0,BBS B01,25.9,substantive
Temperature_Record,Khepupara | 2011 | 9 | Minimum,BMD B53,26.1,BBS B01,26.0,substantive
Temperature_Record,Khepupara | 2011 | 10 | Maximum,BMD B53,33.1,BBS B03,33.0,substantive
Temperature_Record,Khepupara | 2011 | 11 | Maximum,BMD B53,30.6,BBS B03,30.5,substantive
Temperature_Record,Khepupara | 2011 | 12 | Maximum,BMD B53,26.8,BBS B03,26.7,substantive
Temperature_Record,Khepupara | 2011 | 12 | Minimum,BMD B53,15.0,BBS B01,14.9,rounding
Temperature_Record,Bhola | 2011 | 2 | Maximum,BMD B53,28.9,BBS B03,28.8,rounding
Temperature_Record,Bhola | 2011 | 3 | Minimum,BMD B53,20.2,BBS B01,20.1,rounding
Temperature_Record,Bhola | 2011 | 4 | Maximum,BMD B53,32.9,BBS B03,32.8,substantive
Temperature_Record,Bhola | 2011 | 6 | Maximum,BMD B53,31.6,BBS B03,31.5,substantive
Temperature_Record,Bhola | 2011 | 7 | Minimum,BMD B53,26.2,BBS B01,26.1,rounding
Temperature_Record,Bhola | 2011 | 8 | Maximum,BMD B53,30.8,BBS B03,30.7,substantive
Temperature_Record,Bhola | 2011 | 9 | Maximum,BMD B53,31.1,BBS B03,31.0,substantive
Temperature_Record,Bhola | 2011 | 9 | Minimum,BMD B53,25.9,BBS B01,25.8,rounding
Temperature_Record,Bhola | 2011 | 10 | Maximum,BMD B53,32.7,BBS B03,32.6,substantive
Temperature_Record,Bhola | 2011 | 12 | Minimum,BMD B53,15.1,BBS B01,15.0,rounding
Temperature_Record,Dhaka | 2012 | 1 | Maximum,BMD B54,23.4,BBS B03,24.0,substantive
Temperature_Record,Dhaka | 2012 | 1 | Minimum,BMD B54,12.2,BBS B01,14.4,substantive
Temperature_Record,Dhaka | 2012 | 2 | Maximum,BMD B54,28.7,BBS B03,28.5,substantive
Temperature_Record,Dhaka | 2012 | 2 | Minimum,BMD B54,16.9,BBS B01,16.0,substantive
Temperature_Record,Dhaka | 2012 | 3 | Maximum,BMD B54,32.1,BBS B03,33.0,substantive
Temperature_Record,Dhaka | 2012 | 3 | Minimum,BMD B54,21.5,BBS B01,22.1,substantive
Temperature_Record,Dhaka | 2012 | 4 | Minimum,BMD B54,23.2,BBS B01,23.7,substantive
Temperature_Record,Dhaka | 2012 | 5 | Maximum,BMD B54,33.4,BBS B03,34.6,substantive
Temperature_Record,Dhaka | 2012 | 5 | Minimum,BMD B54,24.6,BBS B01,25.7,substantive
Temperature_Record,Dhaka | 2012 | 6 | Maximum,BMD B54,32.6,BBS B03,33.1,substantive
Temperature_Record,Dhaka | 2012 | 6 | Minimum,BMD B54,26.3,BBS B01,26.9,substantive
Temperature_Record,Dhaka | 2012 | 7 | Maximum,BMD B54,32.3,BBS B03,32.5,substantive
Temperature_Record,Dhaka | 2012 | 7 | Minimum,BMD B54,26.7,BBS B01,26.6,rounding
Temperature_Record,Dhaka | 2012 | 8 | Maximum,BMD B54,31.1,BBS B03,32.5,substantive
Temperature_Record,Dhaka | 2012 | 9 | Maximum,BMD B54,32.4,BBS B03,32.9,substantive
Temperature_Record,Dhaka | 2012 | 9 | Minimum,BMD B54,26.4,BBS B01,26.7,substantive
Temperature_Record,Dhaka | 2012 | 10 | Maximum,BMD B54,32.7,BBS B03,32.3,substantive
Temperature_Record,Dhaka | 2012 | 10 | Minimum,BMD B54,24.7,BBS B01,24.2,substantive
Temperature_Record,Dhaka | 2012 | 11 | Maximum,BMD B54,29.7,BBS B03,28.7,substantive
Temperature_Record,Dhaka | 2012 | 11 | Minimum,BMD B54,19.2,BBS B01,19.1,rounding
Temperature_Record,Dhaka | 2012 | 12 | Maximum,BMD B54,25.0,BBS B03,23.9,substantive
Temperature_Record,Dhaka | 2012 | 12 | Minimum,BMD B54,15.0,BBS B01,14.5,substantive
Temperature_Record,Mymensingh | 2012 | 1 | Maximum,BMD B54,22.2,BBS B03,23.1,substantive
Temperature_Record,Mymensingh | 2012 | 1 | Minimum,BMD B54,10.8,BBS B01,12.4,substantive
Temperature_Record,Mymensingh | 2012 | 2 | Maximum,BMD B54,27.3,BBS B03,27.4,rounding
Temperature_Record,Mymensingh | 2012 | 2 | Minimum,BMD B54,15.3,BBS B01,13.9,substantive
Temperature_Record,Mymensingh | 2012 | 3 | Maximum,BMD B54,30.0,BBS B03,31.3,substantive
Temperature_Record,Mymensingh | 2012 | 3 | Minimum,BMD B54,19.7,BBS B01,19.1,substantive
Temperature_Record,Mymensingh | 2012 | 4 | Maximum,BMD B54,31.9,BBS B03,31.0,substantive
Temperature_Record,Mymensingh | 2012 | 4 | Minimum,BMD B54,21.9,BBS B01,22.0,substantive
Temperature_Record,Mymensingh | 2012 | 5 | Maximum,BMD B54,31.7,BBS B03,33.4,substantive
Temperature_Record,Mymensingh | 2012 | 5 | Minimum,BMD B54,23.5,BBS B01,24.3,substantive
Temperature_Record,Mymensingh | 2012 | 6 | Maximum,BMD B54,32.1,BBS B03,31.3,substantive
Temperature_Record,Mymensingh | 2012 | 6 | Minimum,BMD B54,25.9,BBS B01,25.5,substantive
Temperature_Record,Mymensingh | 2012 | 7 | Maximum,BMD B54,31.7,BBS B03,31.5,substantive
Temperature_Record,Mymensingh | 2012 | 7 | Minimum,BMD B54,26.1,BBS B01,26.4,substantive
Temperature_Record,Mymensingh | 2012 | 8 | Maximum,BMD B54,31.3,BBS B03,32.1,substantive
Temperature_Record,Mymensingh | 2012 | 8 | Minimum,BMD B54,26.3,BBS B01,26.7,substantive
Temperature_Record,Mymensingh | 2012 | 9 | Maximum,BMD B54,32.2,BBS B03,32.0,substantive
Temperature_Record,Mymensingh | 2012 | 9 | Minimum,BMD B54,26.1,BBS B01,26.3,substantive
Temperature_Record,Mymensingh | 2012 | 10 | Maximum,BMD B54,32.4,BBS B03,31.7,substantive
Temperature_Record,Mymensingh | 2012 | 10 | Minimum,BMD B54,23.8,BBS B01,23.0,substantive
Temperature_Record,Mymensingh | 2012 | 11 | Maximum,BMD B54,28.7,BBS B03,28.3,substantive
Temperature_Record,Mymensingh | 2012 | 12 | Maximum,BMD B54,24.5,BBS B03,22.8,substantive
Temperature_Record,Mymensingh | 2012 | 12 | Minimum,BMD B54,13.6,BBS B01,13.1,substantive
Temperature_Record,Tangail | 2012 | 1 | Maximum,BMD B54,22.7,BBS B03,23.8,substantive
Temperature_Record,Tangail | 2012 | 1 | Minimum,BMD B54,10.1,BBS B01,12.2,substantive
Temperature_Record,Tangail | 2012 | 2 | Maximum,BMD B54,28.3,BBS B03,28.1,substantive
Temperature_Record,Tangail | 2012 | 2 | Minimum,BMD B54,14.2,BBS B01,13.2,substantive
Temperature_Record,Tangail | 2012 | 3 | Maximum,BMD B54,31.7,BBS B03,33.0,substantive
Temperature_Record,Tangail | 2012 | 3 | Minimum,BMD B54,19.7,BBS B01,19.0,substantive
Temperature_Record,Tangail | 2012 | 4 | Maximum,BMD B54,33.6,BBS B03,33.8,substantive
Temperature_Record,Tangail | 2012 | 4 | Minimum,BMD B54,21.8,BBS B01,22.7,substantive
Temperature_Record,Tangail | 2012 | 5 | Maximum,BMD B54,33.4,BBS B03,35.1,substantive
Temperature_Record,Tangail | 2012 | 5 | Minimum,BMD B54,23.6,BBS B01,24.6,substantive
Temperature_Record,Tangail | 2012 | 6 | Maximum,BMD B54,33.2,BBS B03,33.4,substantive
Temperature_Record,Tangail | 2012 | 6 | Minimum,BMD B54,26.0,BBS B01,26.1,substantive
Temperature_Record,Tangail | 2012 | 7 | Maximum,BMD B54,32.8,BBS B03,32.6,substantive
Temperature_Record,Tangail | 2012 | 7 | Minimum,BMD B54,26.3,BBS B01,26.2,substantive
Temperature_Record,Tangail | 2012 | 8 | Maximum,BMD B54,31.5,BBS B03,32.6,substantive
Temperature_Record,Tangail | 2012 | 8 | Minimum,BMD B54,26.2,BBS B01,26.3,substantive
Temperature_Record,Tangail | 2012 | 9 | Maximum,BMD B54,33.0,BBS B03,32.7,substantive
Temperature_Record,Tangail | 2012 | 9 | Minimum,BMD B54,26.1,BBS B01,26.0,substantive
Temperature_Record,Tangail | 2012 | 10 | Maximum,BMD B54,33.2,BBS B03,32.1,substantive
Temperature_Record,Tangail | 2012 | 10 | Minimum,BMD B54,24.0,BBS B01,22.9,substantive
Temperature_Record,Tangail | 2012 | 11 | Maximum,BMD B54,29.4,BBS B03,28.4,substantive
Temperature_Record,Tangail | 2012 | 11 | Minimum,BMD B54,17.5,BBS B01,17.4,substantive
Temperature_Record,Tangail | 2012 | 12 | Maximum,BMD B54,24.0,BBS B03,22.7,substantive
Temperature_Record,Tangail | 2012 | 12 | Minimum,BMD B54,13.5,BBS B01,12.8,substantive
Temperature_Record,Faridpur | 2012 | 1 | Maximum,BMD B54,23.1,BBS B03,23.9,substantive
Temperature_Record,Faridpur | 2012 | 1 | Minimum,BMD B54,10.6,BBS B01,13.2,substantive
Temperature_Record,Faridpur | 2012 | 2 | Maximum,BMD B54,28.5,BBS B03,28.9,substantive
Temperature_Record,Faridpur | 2012 | 2 | Minimum,BMD B54,15.1,BBS B01,14.1,substantive
Temperature_Record,Faridpur | 2012 | 3 | Maximum,BMD B54,32.5,BBS B03,33.7,substantive
Temperature_Record,Faridpur | 2012 | 3 | Minimum,BMD B54,19.9,BBS B01,20.4,substantive
Temperature_Record,Faridpur | 2012 | 4 | Maximum,BMD B54,33.7,BBS B03,34.1,substantive
Temperature_Record,Faridpur | 2012 | 4 | Minimum,BMD B54,22.2,BBS B01,23.1,substantive
Temperature_Record,Faridpur | 2012 | 5 | Maximum,BMD B54,33.7,BBS B03,35.0,substantive
Temperature_Record,Faridpur | 2012 | 5 | Minimum,BMD B54,24.3,BBS B01,25.2,substantive
Temperature_Record,Faridpur | 2012 | 6 | Maximum,BMD B54,32.9,BBS B03,33.7,substantive
Temperature_Record,Faridpur | 2012 | 6 | Minimum,BMD B54,26.1,BBS B01,26.5,substantive
Temperature_Record,Faridpur | 2012 | 7 | Maximum,BMD B54,32.5,BBS B03,32.4,substantive
Temperature_Record,Faridpur | 2012 | 8 | Maximum,BMD B54,31.3,BBS B03,32.3,substantive
Temperature_Record,Faridpur | 2012 | 8 | Minimum,BMD B54,26.4,BBS B01,26.5,substantive
Temperature_Record,Faridpur | 2012 | 9 | Maximum,BMD B54,32.5,BBS B03,32.7,substantive
Temperature_Record,Faridpur | 2012 | 9 | Minimum,BMD B54,26.3,BBS B01,26.4,rounding
Temperature_Record,Faridpur | 2012 | 10 | Maximum,BMD B54,33.4,BBS B03,32.1,substantive
Temperature_Record,Faridpur | 2012 | 10 | Minimum,BMD B54,24.7,BBS B01,23.6,substantive
Temperature_Record,Faridpur | 2012 | 11 | Maximum,BMD B54,30.0,BBS B03,28.5,substantive
Temperature_Record,Faridpur | 2012 | 11 | Minimum,BMD B54,18.4,BBS B01,18.2,substantive
Temperature_Record,Faridpur | 2012 | 12 | Maximum,BMD B54,24.3,BBS B03,24.0,substantive
Temperature_Record,Faridpur | 2012 | 12 | Minimum,BMD B54,14.1,BBS B01,13.3,substantive
Temperature_Record,Madaripur | 2012 | 1 | Maximum,BMD B54,23.9,BBS B03,24.2,substantive
Temperature_Record,Madaripur | 2012 | 1 | Minimum,BMD B54,10.7,BBS B01,12.9,substantive
Temperature_Record,Madaripur | 2012 | 2 | Maximum,BMD B54,28.9,BBS B03,29.1,substantive
Temperature_Record,Madaripur | 2012 | 2 | Minimum,BMD B54,14.8,BBS B01,13.9,substantive
Temperature_Record,Madaripur | 2012 | 3 | Maximum,BMD B54,32.6,BBS B03,33.1,substantive
Temperature_Record,Madaripur | 2012 | 3 | Minimum,BMD B54,19.5,BBS B01,21.1,substantive
Temperature_Record,Madaripur | 2012 | 4 | Maximum,BMD B54,33.6,BBS B03,33.7,substantive
Temperature_Record,Madaripur | 2012 | 4 | Minimum,BMD B54,22.1,BBS B01,22.9,substantive
Temperature_Record,Madaripur | 2012 | 5 | Maximum,BMD B54,33.9,BBS B03,34.7,substantive
Temperature_Record,Madaripur | 2012 | 5 | Minimum,BMD B54,24.4,BBS B01,25.1,substantive
Temperature_Record,Madaripur | 2012 | 6 | Maximum,BMD B54,32.8,BBS B03,33.4,substantive
Temperature_Record,Madaripur | 2012 | 6 | Minimum,BMD B54,26.0,BBS B01,26.4,substantive
Temperature_Record,Madaripur | 2012 | 7 | Maximum,BMD B54,32.2,BBS B03,32.5,substantive
Temperature_Record,Madaripur | 2012 | 8 | Maximum,BMD B54,31.4,BBS B03,32.3,substantive
Temperature_Record,Madaripur | 2012 | 8 | Minimum,BMD B54,26.1,BBS B01,26.2,rounding
Temperature_Record,Madaripur | 2012 | 9 | Maximum,BMD B54,32.0,BBS B03,32.2,substantive
Temperature_Record,Madaripur | 2012 | 9 | Minimum,BMD B54,26.2,BBS B01,25.9,substantive
Temperature_Record,Madaripur | 2012 | 10 | Maximum,BMD B54,33.0,BBS B03,32.1,substantive
Temperature_Record,Madaripur | 2012 | 10 | Minimum,BMD B54,24.3,BBS B01,23.1,substantive
Temperature_Record,Madaripur | 2012 | 11 | Maximum,BMD B54,30.0,BBS B03,29.1,substantive
Temperature_Record,Madaripur | 2012 | 11 | Minimum,BMD B54,18.2,BBS B01,18.0,substantive
Temperature_Record,Madaripur | 2012 | 12 | Maximum,BMD B54,25.2,BBS B03,24.6,substantive
Temperature_Record,Madaripur | 2012 | 12 | Minimum,BMD B54,14.1,BBS B01,12.6,substantive
Temperature_Record,Sandwip | 2012 | 1 | Maximum,BMD B54,25.7,BBS B03,26.0,substantive
Temperature_Record,Sandwip | 2012 | 1 | Minimum,BMD B54,11.9,BBS B01,13.5,substantive
Temperature_Record,Sandwip | 2012 | 2 | Maximum,BMD B54,29.3,BBS B03,29.6,substantive
Temperature_Record,Sandwip | 2012 | 2 | Minimum,BMD B54,15.6,BBS B01,14.9,substantive
Temperature_Record,Sandwip | 2012 | 3 | Maximum,BMD B54,31.4,BBS B03,31.2,substantive
Temperature_Record,Sandwip | 2012 | 3 | Minimum,BMD B54,19.7,BBS B01,21.6,substantive
Temperature_Record,Sandwip | 2012 | 4 | Maximum,BMD B54,32.4,BBS B03,32.2,substantive
Temperature_Record,Sandwip | 2012 | 4 | Minimum,BMD B54,22.8,BBS B01,23.5,substantive
Temperature_Record,Sandwip | 2012 | 5 | Maximum,BMD B54,32.7,BBS B03,33.4,substantive
Temperature_Record,Sandwip | 2012 | 5 | Minimum,BMD B54,24.7,BBS B01,25.4,substantive
Temperature_Record,Sandwip | 2012 | 6 | Maximum,BMD B54,31.2,BBS B03,32.2,substantive
Temperature_Record,Sandwip | 2012 | 7 | Maximum,BMD B54,31.4,BBS B03,30.7,substantive
Temperature_Record,Sandwip | 2012 | 7 | Minimum,BMD B54,25.7,BBS B01,25.5,substantive
Temperature_Record,Sandwip | 2012 | 8 | Maximum,BMD B54,30.6,BBS B03,31.7,substantive
Temperature_Record,Sandwip | 2012 | 8 | Minimum,BMD B54,25.4,BBS B01,25.6,substantive
Temperature_Record,Sandwip | 2012 | 9 | Maximum,BMD B54,31.2,BBS B03,32.3,substantive
Temperature_Record,Sandwip | 2012 | 9 | Minimum,BMD B54,25.6,BBS B01,26.0,substantive
Temperature_Record,Sandwip | 2012 | 10 | Maximum,BMD B54,32.7,BBS B03,32.1,substantive
Temperature_Record,Sandwip | 2012 | 10 | Minimum,BMD B54,24.2,BBS B01,23.7,substantive
Temperature_Record,Sandwip | 2012 | 11 | Maximum,BMD B54,30.4,BBS B03,30.0,substantive
Temperature_Record,Sandwip | 2012 | 11 | Minimum,BMD B54,18.4,BBS B01,19.3,substantive
Temperature_Record,Sitakunda | 2012 | 1 | Maximum,BMD B54,26.9,BBS B03,27.1,substantive
Temperature_Record,Sitakunda | 2012 | 1 | Minimum,BMD B54,10.5,BBS B01,12.5,substantive
Temperature_Record,Sitakunda | 2012 | 2 | Maximum,BMD B54,30.5,BBS B03,31.1,substantive
Temperature_Record,Sitakunda | 2012 | 2 | Minimum,BMD B54,14.0,BBS B01,13.3,substantive
Temperature_Record,Sitakunda | 2012 | 3 | Maximum,BMD B54,32.3,BBS B03,31.9,substantive
Temperature_Record,Sitakunda | 2012 | 3 | Minimum,BMD B54,18.6,BBS B01,21.1,substantive
Temperature_Record,Sitakunda | 2012 | 4 | Maximum,BMD B54,33.0,BBS B03,32.2,substantive
Temperature_Record,Sitakunda | 2012 | 4 | Minimum,BMD B54,22.4,BBS B01,23.0,substantive
Temperature_Record,Sitakunda | 2012 | 5 | Maximum,BMD B54,32.9,BBS B03,33.9,substantive
Temperature_Record,Sitakunda | 2012 | 5 | Minimum,BMD B54,24.4,BBS B01,24.9,substantive
Temperature_Record,Sitakunda | 2012 | 6 | Maximum,BMD B54,31.8,BBS B03,32.3,substantive
Temperature_Record,Sitakunda | 2012 | 6 | Minimum,BMD B54,25.7,BBS B01,25.5,substantive
Temperature_Record,Sitakunda | 2012 | 7 | Maximum,BMD B54,32.1,BBS B03,31.3,substantive
